"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Vivaldo Leandro Semedo Moura Sousa";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"CF";"Center Forward";"87.12";"2005-01-28";"9823.3";"1193.2";"584.7";"246.9";"831.6";"51.7";"16.5";"68.2";"98.1";"16.5";"87.8";"21.7";"30.20"
"Benaissa Benamar";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"DM";"Midfield";"68.54";"1997-04-08";"10974.9";"1361.7";"420.2";"72.2";"492.4";"39.4";"3.9";"43.3";"103.7";"2.6";"85.4";"15.8";"26.70"
"Odysseus Velanas";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"LWB";"Full Back";"97.89";"1998-06-05";"10620.9";"1544.6";"668.4";"244.6";"913.0";"51.5";"8.3";"59.8";"112.2";"9.2";"87.3";"20.2";"28.90"
"Bram van Polen";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RWB";"Full Back";"97.89";"1985-10-11";"10070.2";"1335.0";"540.6";"160.0";"700.6";"46.0";"7.4";"53.3";"92.9";"8.3";"85.5";"18.4";"29.20"
"Anouar El Azzouzi";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RM";"Midfield";"97.89";"2001-05-29";"11109.1";"1602.5";"584.7";"176.5";"761.3";"54.2";"11.0";"65.3";"124.1";"2.8";"84.6";"21.1";"26.90"
"Sam Kersten";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RCB";"Central Defender";"97.89";"1998-01-30";"9439.5";"1107.9";"334.7";"93.8";"428.4";"32.2";"4.6";"36.8";"93.8";"6.4";"80.0";"14.7";"28.20"
"Bilal  Ould-Chikh";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RF";"Wide Attacker";"97.89";"1997-07-28";"9322.7";"913.0";"397.2";"154.5";"551.6";"34.9";"5.5";"40.5";"91.9";"9.2";"66.2";"14.7";"29.10"
"Davy van den Berg ";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"LM";"Midfield";"97.89";"2000-02-04";"11410.7";"1894.9";"736.4";"184.8";"921.2";"57.9";"6.4";"64.4";"109.4";"6.4";"80.0";"19.3";"27.70"
"Thomas Lam";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"CB";"Central Defender";"97.89";"1993-12-18";"9381.6";"948.8";"331.0";"75.4";"406.4";"29.4";"5.5";"34.9";"84.6";"1.8";"69.9";"8.3";"27.70"
"Damon Mirani";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RCB";"Central Defender";"97.89";"1996-05-13";"10355.2";"1374.5";"468.0";"135.2";"603.1";"42.3";"6.4";"48.7";"97.5";"5.5";"84.6";"12.9";"29.40"
"Milan de Haan";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RM";"Midfield";"97.89";"2003-11-20";"10745.9";"1582.3";"666.6";"215.1";"881.7";"51.5";"11.0";"62.5";"126.0";"7.4";"99.3";"20.2";"29.20"
"Josh Flint";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"LCB";"Central Defender";"97.89";"2000-10-13";"10323.9";"1389.2";"527.7";"135.2";"662.9";"39.5";"7.4";"46.9";"95.6";"6.4";"80.9";"13.8";"27.90"
"Brian Plat";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"LB";"Full Back";"97.89";"2000-04-05";"10297.3";"1352.4";"597.6";"227.1";"824.7";"58.8";"12.9";"71.7";"102.1";"6.4";"85.5";"25.7";"28.50"
"Zachary Chadwick  Booth";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"LF";"Wide Attacker";"97.89";"2004-02-17";"10397.5";"1357.0";"627.0";"212.4";"839.4";"47.8";"10.1";"57.9";"88.3";"10.1";"89.2";"12.9";"29.50"
"Filip Krastev";"PEC Zwolle";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"AM";"Midfield";"82.34";"2001-10-15";"11237.4";"1775.1";"785.9";"177.1";"963.0";"60.1";"12.0";"72.1";"102.7";"4.4";"78.7";"18.6";"26.90"
"Robin Maulun";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"LM";"Midfield";"82.45";"1996-11-23";"11154.8";"1738.9";"534.9";"74.2";"609.1";"43.7";"5.5";"49.1";"110.2";"3.3";"115.7";"13.1";"25.40"
"Deron Payne";"FC Volendam";"PEC Zwolle v FC Volendam";"NED - Eredivisie";"RB";"Full Back";"87.12";"2002-09-25";"10394.6";"1456.6";"579.5";"180.8";"760.3";"53.7";"8.3";"62.0";"116.7";"8.3";"99.2";"17.6";"28.50"
"Ajdin Hrustić";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LDM";"Midfield";"95.29";"1996-07-05";"11031.6";"1794.5";"427.9";"84.1";"511.9";"42.5";"6.6";"49.1";"86.9";"10.4";"73.7";"18.9";"27.00"
"Lutsharel Geertruida";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RB";"Full Back";"95.29";"2000-07-18";"9646.0";"1378.0";"461.9";"158.7";"620.5";"47.2";"6.6";"53.8";"83.1";"10.4";"75.6";"14.2";"27.50"
"Kelvin Leerdam";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RCB";"Central Defender";"71.82";"1990-06-24";"9391.0";"1102.8";"355.9";"76.4";"432.3";"33.8";"3.8";"37.6";"73.9";"5.0";"60.2";"11.3";"26.50"
"Justin Hoogma";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LCB";"Central Defender";"95.29";"1998-06-11";"9981.3";"1528.2";"443.0";"155.8";"598.8";"41.6";"8.5";"50.1";"81.2";"7.6";"68.0";"11.3";"28.10"
"Ramiz Zerrouki";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LDM";"Midfield";"84.69";"1998-05-26";"12032.9";"2143.5";"877.8";"210.4";"1088.2";"64.8";"10.6";"75.5";"80.8";"2.1";"73.3";"11.7";"27.30"
"Bryan Michael Limbombe Ekango";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RW";"Wide Attacker";"95.29";"2001-05-14";"10767.1";"1704.8";"890.6";"184.2";"1074.8";"72.7";"12.3";"85.0";"77.4";"12.3";"82.2";"17.9";"28.00"
"Jordy Bruijn";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"AM";"Midfield";"71.82";"1996-07-23";"11600.3";"1684.2";"454.9";"85.2";"540.1";"37.6";"3.8";"41.4";"80.2";"7.5";"73.9";"11.3";"25.80"
"Jizz Hornkamp";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"CF";"Center Forward";"84.34";"1998-03-07";"9118.4";"1062.8";"535.7";"148.3";"684.0";"43.8";"10.7";"54.4";"70.4";"8.5";"57.6";"18.1";"27.40"
"Ruben Roosken";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LW";"Wide Attacker";"84.34";"2000-03-02";"10258.1";"1453.4";"579.4";"223.0";"802.5";"44.8";"7.5";"52.3";"79.0";"10.7";"77.9";"16.0";"30.80"
"Dávid Hancko";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LCB";"Central Defender";"95.29";"1997-12-13";"8944.3";"1088.0";"445.8";"92.6";"538.4";"31.2";"4.7";"35.9";"66.1";"4.7";"58.6";"7.6";"30.10"
"Quinten Ryan Crispito Timber Maduro";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"AM";"Midfield";"71.27";"2001-06-17";"10985.1";"1909.4";"834.7";"165.4";"1000.1";"66.9";"11.4";"78.3";"93.4";"6.3";"79.6";"18.9";"29.80"
"Santiago Tomás Giménez";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"CF";"Center Forward";"79.65";"2001-04-18";"10384.2";"1602.3";"776.3";"351.4";"1127.7";"62.1";"15.8";"78.0";"85.9";"16.9";"62.1";"21.5";"30.80"
"Yankuba Minteh";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RW";"Wide Attacker";"71.27";"2004-07-22";"10773.0";"1802.0";"764.0";"356.1";"1120.1";"58.1";"15.2";"73.2";"84.6";"10.1";"74.5";"21.5";"31.10"
"Fredrik Oppegård";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LB";"Full Back";"95.29";"2002-08-07";"9947.3";"1283.6";"588.4";"245.6";"834.0";"48.2";"16.1";"64.2";"84.1";"10.4";"67.1";"20.8";"31.30"
"Brian De Keersmaecker";"Heracles Almelo";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RDM";"Midfield";"95.29";"2000-05-06";"10522.5";"1433.7";"448.6";"60.4";"509.1";"42.5";"3.8";"46.3";"72.7";"3.8";"72.7";"12.3";"26.20"
"Quilindschy Hartman";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LB";"Full Back";"95.29";"2001-11-14";"10009.7";"1444.1";"764.1";"262.6";"1026.7";"55.7";"12.3";"68.0";"81.2";"9.4";"65.2";"20.8";"29.00"
"Luka Ivanušec";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"LW";"Wide Attacker";"71.27";"1998-11-26";"12153.2";"2385.4";"1116.3";"199.5";"1315.8";"84.6";"8.8";"93.4";"97.2";"11.4";"97.2";"22.7";"28.00"
"Mats Wieffer";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RDM";"Midfield";"95.29";"1999-11-16";"11457.6";"2004.2";"805.6";"196.5";"1002.1";"59.5";"12.3";"71.8";"96.3";"7.6";"80.3";"28.3";"28.70"
"Thomas Beelen";"Feyenoord";"Feyenoord v Heracles Almelo";"NED - Eredivisie";"RCB";"Central Defender";"95.29";"2001-06-11";"9522.3";"1273.2";"500.6";"91.6";"592.2";"34.9";"5.7";"40.6";"78.4";"5.7";"68.0";"11.3";"26.50"
"Ajdin Hrustić";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LDM";"Midfield";"95.10";"1996-07-05";"11468.1";"2179.5";"522.4";"51.1";"573.5";"45.4";"2.8";"48.3";"95.6";"4.7";"86.1";"12.3";"25.50"
"Willum Thór  Willumsson";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"AM";"Midfield";"95.10";"1998-10-23";"11873.2";"2393.4";"721.1";"132.5";"853.6";"66.2";"3.8";"70.0";"115.5";"2.8";"103.2";"13.2";"27.10"
"Kelvin Leerdam";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RCB";"Central Defender";"64.11";"1990-06-24";"9793.2";"1454.4";"466.1";"57.6";"523.6";"36.5";"4.2";"40.7";"84.2";"9.8";"63.2";"19.7";"26.20"
"Justin Hoogma";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LCB";"Central Defender";"95.10";"1998-06-11";"10306.9";"1823.7";"510.1";"162.8";"672.9";"39.7";"6.6";"46.4";"95.6";"2.8";"75.7";"16.1";"28.80"
"Bryan Michael Limbombe Ekango";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RW";"Wide Attacker";"83.98";"2001-05-14";"11294.5";"1826.1";"923.8";"341.9";"1265.7";"76.1";"20.4";"96.5";"92.2";"9.6";"96.5";"10.7";"28.70"
"Jordy Bruijn";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"AM";"Midfield";"64.11";"1996-07-23";"11712.2";"1945.7";"499.8";"71.6";"571.4";"33.7";"4.2";"37.9";"109.5";"7.0";"91.2";"19.7";"26.10"
"Jizz Hornkamp";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"CF";"Center Forward";"90.51";"1998-03-07";"9654.3";"1251.9";"473.3";"133.2";"606.6";"39.8";"8.9";"48.7";"83.5";"7.0";"71.6";"18.9";"28.60"
"Victor Edvardsen";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"CF";"Center Forward";"75.76";"1996-01-14";"10704.7";"1499.2";"771.0";"414.6";"1185.6";"64.1";"23.8";"87.9";"91.5";"15.4";"77.2";"21.4";"29.70"
"Joris Kramer";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LCB";"Central Defender";"95.10";"1996-08-02";"9870.7";"1363.7";"416.4";"108.8";"525.2";"33.1";"4.7";"37.9";"81.4";"1.9";"74.8";"8.5";"29.30"
"Oliver Valaker Edvardsen";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LW";"Wide Attacker";"75.76";"1999-03-19";"10922.1";"1683.3";"800.7";"298.2";"1098.9";"63.0";"15.4";"78.4";"112.9";"4.8";"95.0";"19.0";"29.30"
"Enric Llansana Beuse";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LDM";"Midfield";"95.10";"2001-04-12";"11248.6";"1818.9";"465.6";"93.7";"559.3";"36.9";"4.7";"41.6";"101.3";"3.8";"92.7";"10.4";"26.20"
"Evert Linthorst";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RDM";"Midfield";"64.38";"2000-03-03";"12278.2";"2569.4";"729.7";"114.6";"844.4";"71.3";"7.0";"78.3";"110.4";"7.0";"102.1";"19.6";"26.30"
"Emil Hansson";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LW";"Wide Attacker";"83.98";"1998-06-15";"11071.6";"1837.9";"702.0";"189.7";"891.6";"62.2";"15.0";"77.2";"88.9";"9.6";"94.3";"13.9";"27.20"
"Mats Deijl";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RB";"Full Back";"95.10";"1997-07-15";"10878.5";"1553.9";"559.3";"214.8";"774.1";"52.1";"11.4";"63.4";"91.8";"5.7";"79.5";"18.0";"28.70"
"Fredrik Oppegård";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LB";"Full Back";"95.10";"2002-08-07";"10793.4";"1677.9";"799.7";"207.3";"1006.9";"64.4";"14.2";"78.5";"95.6";"3.8";"78.5";"19.9";"28.40"
"Brian De Keersmaecker";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RDM";"Midfield";"95.10";"2000-05-06";"10917.4";"1753.6";"567.8";"190.2";"758.0";"42.6";"9.5";"52.1";"84.2";"3.8";"85.2";"15.1";"28.40"
"Bas Kuipers";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"LB";"Full Back";"95.10";"1994-08-17";"10919.2";"1674.1";"777.0";"287.7";"1064.7";"59.6";"15.1";"74.8";"88.0";"5.7";"80.4";"19.9";"27.40"
"Gerrit Nauber";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RCB";"Central Defender";"75.76";"1992-04-13";"9610.6";"1211.7";"307.7";"34.5";"342.1";"26.1";"3.6";"29.7";"73.7";"7.1";"65.3";"5.9";"26.90"
"Navajo Bakboord";"Heracles Almelo";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RB";"Full Back";"95.10";"1999-01-29";"10444.2";"1553.9";"601.9";"208.2";"810.1";"60.6";"12.3";"72.9";"94.6";"11.4";"78.5";"24.6";"28.40"
"Jakob Breum Martinsen";"Go Ahead Eagles";"Heracles Almelo v Go Ahead Eagles";"NED - Eredivisie";"RW";"Wide Attacker";"64.38";"2003-11-17";"12641.7";"2491.1";"947.8";"118.8";"1066.6";"79.7";"11.2";"90.9";"113.2";"5.6";"123.0";"18.2";"26.60"
"Yoann  Cathline";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"LW";"Wide Attacker";"88.35";"2002-07-22";"10049.2";"1353.8";"603.1";"327.0";"930.1";"47.9";"16.3";"64.2";"95.8";"7.1";"76.4";"26.5";"29.90"
"Ramon Hendriks";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"LCB";"Central Defender";"101.17";"2001-07-18";"9929.6";"1160.9";"513.3";"263.3";"776.6";"34.7";"16.9";"51.6";"85.4";"7.1";"69.4";"7.1";"29.90"
"Sherel Floranus";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"LB";"Full Back";"101.17";"1998-08-23";"8935.9";"939.4";"395.0";"230.4";"625.4";"39.1";"10.7";"49.8";"97.9";"6.2";"86.3";"16.0";"31.00"
"Michael  Gonçalves Pinto";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"LB";"Full Back";"79.30";"1993-06-04";"9525.5";"1165.6";"465.3";"113.5";"578.8";"37.5";"5.7";"43.1";"98.7";"7.9";"69.2";"11.3";"28.40"
"Kacper Kozłowski";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"LM";"Midfield";"101.17";"2003-10-16";"9925.2";"1249.9";"401.2";"76.5";"477.7";"35.6";"2.7";"38.3";"89.8";"2.7";"68.5";"8.9";"27.30"
"Peer Koopmeiners";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"LDM";"Midfield";"101.17";"2000-05-04";"9961.6";"1249.9";"444.8";"118.3";"563.1";"36.5";"4.4";"40.9";"89.8";"5.3";"82.7";"14.2";"27.40"
"Mathijs Tielemans";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"DM";"Midfield";"101.17";"2002-04-26";"10923.3";"1727.6";"688.5";"246.4";"935.0";"53.4";"11.6";"64.9";"88.1";"4.4";"87.2";"9.8";"29.10"
"Paxten Aaronson";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"RM";"Midfield";"101.17";"2003-08-26";"9749.0";"1289.9";"367.4";"152.1";"519.5";"29.4";"7.1";"36.5";"99.6";"4.4";"75.6";"12.5";"29.70"
"Carlens Arcus";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"RB";"Full Back";"101.17";"1996-06-28";"10183.2";"1476.7";"540.0";"133.4";"673.4";"48.0";"8.9";"56.9";"105.0";"6.2";"74.7";"16.9";"28.30"
"Nicolas Isimat-Mirin";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"RCB";"Central Defender";"101.17";"1991-11-15";"9412.8";"1002.6";"383.4";"139.7";"523.1";"30.2";"7.1";"37.4";"87.2";"4.4";"68.5";"6.2";"29.00"
"Mexx Meerdink";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"CF";"Center Forward";"87.50";"2003-07-24";"9118.3";"1072.8";"484.5";"229.4";"713.8";"38.1";"14.4";"52.5";"84.3";"3.1";"68.9";"10.3";"30.90"
"Joey Jacobs";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"RB";"Full Back";"101.17";"2000-04-10";"9635.2";"1280.1";"421.7";"120.1";"541.8";"40.0";"6.2";"46.3";"86.3";"4.4";"64.9";"16.0";"29.80"
"Théo Barbet";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"LCB";"Central Defender";"101.17";"2001-03-06";"8938.6";"1026.6";"285.6";"123.7";"409.2";"28.5";"7.1";"35.6";"89.0";"6.2";"75.6";"9.8";"28.50"
"Thomas Robinet";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"AM";"Midfield";"82.02";"1996-08-18";"10630.6";"1627.3";"512.4";"172.3";"684.7";"42.8";"5.5";"48.3";"105.3";"4.4";"87.8";"16.5";"28.40"
"Anis Hadj-Moussa";"Vitesse";"Vitesse v Almere City FC";"NED - Eredivisie";"RF";"Wide Attacker";"101.17";"2002-02-11";"8652.2";"936.7";"436.8";"222.4";"659.2";"33.8";"11.6";"45.4";"86.3";"8.0";"64.9";"16.0";"30.20"
"Damian van Bruggen";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"RCB";"Central Defender";"101.17";"1996-03-18";"8488.5";"782.8";"183.3";"33.8";"217.1";"17.8";"0.9";"18.7";"84.5";"1.8";"64.1";"5.3";"27.50"
"Stije Resink";"Almere City FC";"Vitesse v Almere City FC";"NED - Eredivisie";"RDM";"Midfield";"101.17";"2003-05-28";"10765.0";"1760.5";"502.6";"134.3";"636.9";"45.4";"6.2";"51.6";"106.8";"4.4";"83.6";"10.7";"27.20"
"Derensili Sanches Fernandes";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RW";"Wide Attacker";"76.40";"2001-05-28";"11611.6";"2108.6";"902.4";"353.4";"1255.8";"73.0";"16.5";"89.5";"93.1";"8.2";"86.0";"24.7";"30.40"
"Siebe Horemans";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RB";"Full Back";"96.81";"1998-06-02";"10565.5";"1665.9";"620.1";"183.1";"803.2";"45.6";"10.2";"55.8";"86.5";"8.4";"87.4";"18.6";"30.00"
"Shawn Femi Adewoye";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RCB";"Central Defender";"74.91";"2000-06-29";"10451.3";"1696.4";"434.9";"106.9";"541.9";"33.6";"6.0";"39.6";"87.7";"4.8";"69.7";"13.2";"27.40"
"Julian Lelieveld";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RB";"Full Back";"96.81";"1997-11-24";"11209.8";"2111.2";"833.9";"197.1";"1031.0";"64.1";"12.1";"76.2";"83.7";"5.6";"79.0";"13.9";"28.80"
"Yassin Oukili";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LM";"Midfield";"96.81";"2001-01-03";"11789.0";"2434.8";"866.4";"118.1";"984.5";"58.6";"6.5";"65.1";"81.8";"7.4";"83.7";"13.0";"26.50"
"Casper Widell";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RCB";"Central Defender";"96.81";"2003-05-05";"9842.3";"1285.7";"430.4";"68.8";"499.2";"35.3";"4.6";"40.0";"69.7";"2.8";"67.9";"12.1";"27.40"
"Mimeirhel  Benita ";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LB";"Full Back";"76.40";"2003-11-17";"10504.3";"1540.8";"594.9";"259.2";"854.1";"60.1";"10.6";"70.7";"86.0";"8.2";"84.8";"18.8";"29.40"
"Chris-Emmanuel Dikwama Lokesa";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LW";"Wide Attacker";"63.50";"2004-11-07";"10902.0";"1921.9";"741.3";"275.0";"1016.2";"60.9";"11.3";"72.3";"86.5";"8.5";"85.0";"21.3";"31.10"
"Kenzo Goudmijn";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LDM";"Midfield";"96.81";"2001-12-18";"10982.0";"1957.9";"639.6";"164.5";"804.2";"50.2";"10.2";"60.4";"78.1";"6.5";"82.7";"11.2";"29.40"
"Reuven Niemeijer";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"CF";"Center Forward";"96.81";"1995-03-27";"11896.8";"2591.0";"1088.6";"210.1";"1298.7";"78.1";"13.0";"91.1";"93.9";"15.8";"83.7";"25.1";"29.00"
"Godfried Roemeratoe";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RM";"Midfield";"96.81";"1999-08-19";"11491.5";"2141.0";"713.0";"158.0";"871.1";"56.7";"8.4";"65.1";"77.2";"8.4";"72.5";"14.9";"29.70"
"Sven Nieuwpoort";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LCB";"Central Defender";"76.40";"1993-04-13";"9527.7";"1196.9";"269.8";"15.3";"285.1";"27.1";"2.4";"29.5";"77.7";"5.9";"70.7";"4.7";"24.60"
"Lance Duijvestijn";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"CF";"Center Forward";"96.81";"1999-01-15";"11556.6";"2088.9";"1058.9";"296.6";"1355.4";"66.9";"26.0";"93.0";"81.8";"13.0";"76.2";"17.7";"27.30"
"David Min";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"CF";"Center Forward";"63.50";"1999-06-23";"10672.4";"1656.9";"690.2";"161.6";"851.8";"48.2";"11.3";"59.5";"92.1";"11.3";"66.6";"21.3";"28.60"
"Noah Naujoks";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"AM";"Midfield";"86.93";"2002-05-02";"12502.5";"2632.8";"1027.0";"349.9";"1377.0";"78.7";"21.7";"100.4";"95.2";"2.1";"89.0";"12.4";"31.00"
"Couhaib Driouech";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LW";"Wide Attacker";"67.20";"2002-04-17";"12127.2";"2645.1";"1291.1";"514.3";"1805.4";"85.7";"30.8";"116.5";"91.1";"14.7";"77.7";"25.4";"30.50"
"Julian Baas";"Excelsior Rotterdam";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RDM";"Midfield";"96.81";"2002-04-16";"12039.0";"2153.1";"834.8";"249.1";"1084.0";"56.7";"11.2";"67.9";"76.2";"6.5";"80.9";"11.2";"29.30"
"Dario Van den Buijs";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LCB";"Central Defender";"96.81";"1995-09-12";"10552.5";"1651.1";"501.1";"125.5";"626.6";"40.9";"4.6";"45.6";"82.7";"4.6";"73.4";"10.2";"28.90"
"Aaron Meijers";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"LB";"Full Back";"96.81";"1987-10-28";"11222.8";"2031.3";"893.4";"261.2";"1154.6";"74.4";"12.1";"86.5";"86.5";"5.6";"76.2";"18.6";"29.40"
"Richonell Margaret";"RKC Waalwijk";"Excelsior Rotterdam v RKC Waalwijk";"NED - Eredivisie";"RW";"Wide Attacker";"89.95";"2000-09-07";"11374.3";"2000.1";"887.5";"360.2";"1247.7";"63.0";"18.0";"81.0";"93.1";"7.0";"80.0";"24.0";"29.50"
"Lennart Thy";"PEC Zwolle";"Fortuna Sittard v PEC Zwolle";"NED - Eredivisie";"CF";"Center Forward";"97.26";"1992-02-25";"10882.2";"1577.7";"614.4";"117.5";"732.0";"63.8";"6.5";"70.3";"75.0";"6.5";"75.0";"10.2";"27.40"
"Oğuzhan Özyakup";"Fortuna Sittard";"Fortuna Sittard v PEC Zwolle";"NED - Eredivisie";"RDM";"Midfield";"84.23";"1992-09-23";"10811.1";"1510.9";"553.5";"101.5";"655.0";"48.1";"5.3";"53.4";"94.0";"3.2";"84.4";"10.7";"27.10"
"Iñigo Córdoba Kerejeta";"Fortuna Sittard";"Fortuna Sittard v PEC Zwolle";"NED - Eredivisie";"LW";"Wide Attacker";"90.10";"1997-03-13";"11035.7";"1746.1";"1010.9";"420.5";"1431.4";"73.9";"26.0";"99.9";"88.9";"15.0";"76.9";"27.0";"27.70"
