"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Irakli Azarovi";"FC Shakhtar Donetsk";"FC Vorskla Poltava v FC Shakhtar Donetsk";"UKR - Premier League";"LB";"Full Back";"99.25";"2002-02-21";"9230.3";"987.5";"454.3";"255.7";"710.0";"40.8";"10.9";"51.7";"89.8";"6.3";"79.8";"13.6";"30.90"
"Pavlo Orikhovskyi";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LM";"Midfield";"79.34";"1996-05-13";"12254.5";"2094.0";"656.8";"63.5";"720.3";"53.3";"2.3";"55.6";"90.7";"5.7";"106.6";"14.7";"25.80"
"Vasyl Kravets";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LCB";"Central Defender";"96.97";"1997-08-20";"9581.9";"926.3";"395.4";"192.1";"587.5";"26.9";"9.3";"36.2";"65.0";"4.6";"62.2";"9.3";"30.70"
"Roman Goncharenko";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LCB";"Central Defender";"96.97";"1993-11-16";"9724.9";"1050.6";"297.9";"73.3";"371.2";"21.3";"3.7";"25.1";"71.5";"3.7";"70.5";"7.4";"26.40"
"Luifer Enrique Hernández Quintero";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"CF";"Center Forward";"82.65";"2001-04-28";"10230.5";"1341.6";"532.5";"83.8";"616.3";"49.0";"5.4";"54.4";"70.8";"9.8";"67.5";"10.9";"25.70"
"Lucas Rangel Nunes Gonçalves";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"CF";"Center Forward";"74.29";"1994-12-29";"11305.4";"1690.0";"617.8";"106.6";"724.5";"54.5";"6.1";"60.6";"95.7";"7.3";"95.7";"23.0";"28.80"
"Andriy Tsurikov";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LWB";"Full Back";"85.85";"1992-10-05";"11510.8";"2003.4";"744.3";"120.6";"864.9";"53.5";"5.2";"58.7";"93.3";"11.5";"88.1";"17.8";"26.40"
"Talles Macedo Toledo Costa";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LM";"Midfield";"73.04";"2002-08-02";"11455.8";"2047.9";"453.5";"43.1";"496.6";"40.7";"3.7";"44.4";"88.7";"7.4";"96.1";"19.7";"24.80"
"Dmytro Topalov";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RF";"Wide Attacker";"79.34";"1998-03-12";"11315.2";"1524.6";"508.2";"229.1";"737.3";"48.8";"7.9";"56.7";"91.9";"5.7";"83.9";"20.4";"31.30"
"Borys Krushynskyi";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"DM";"Midfield";"82.65";"2002-05-10";"11990.2";"1786.9";"469.3";"127.4";"596.7";"40.3";"5.4";"45.7";"71.9";"6.5";"79.5";"17.4";"27.70"
"Oleg Ilyin";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LF";"Wide Attacker";"85.85";"1997-06-08";"11832.6";"1995.0";"750.6";"162.5";"913.1";"56.6";"14.7";"71.3";"92.3";"3.1";"84.9";"18.9";"27.90"
"Lucas Taylor Maia Reis";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RB";"Full Back";"96.97";"1995-04-10";"9962.5";"1262.2";"570.8";"261.7";"832.5";"49.2";"8.4";"57.5";"83.5";"8.4";"68.7";"25.1";"31.20"
"Artem Kozak";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RW";"Wide Attacker";"93.49";"1998-05-28";"11070.7";"1870.5";"790.4";"241.6";"1032.0";"57.8";"12.5";"70.3";"87.6";"10.6";"86.6";"16.4";"28.60"
"Sergiy Chobotenko";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RCB";"Central Defender";"96.97";"1997-01-16";"9659.9";"1078.5";"336.9";"97.5";"434.4";"25.1";"6.5";"31.6";"78.9";"2.8";"69.6";"9.3";"29.90"
"Emil Mustafaev";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RM";"Midfield";"96.97";"2001-09-24";"11576.5";"2072.5";"538.3";"101.2";"639.5";"44.5";"4.6";"49.2";"83.5";"4.6";"84.5";"11.1";"26.80"
"Oleksandr Nazarenko";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LW";"Wide Attacker";"73.04";"2000-02-01";"11411.4";"2047.9";"772.6";"197.2";"969.7";"62.8";"11.1";"73.9";"77.6";"12.3";"80.1";"22.2";"30.40"
"Valeriy Bondarenko";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"CB";"Central Defender";"96.97";"1994-02-03";"9246.0";"892.9";"307.2";"73.3";"380.5";"25.1";"3.7";"28.8";"69.6";"2.8";"65.9";"9.3";"26.00"
"Artem Smolyakov";"Polissya Zhytomyr";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"LB";"Full Back";"96.97";"2003-05-29";"10586.2";"1446.9";"623.7";"186.6";"810.3";"47.3";"9.3";"56.6";"78.0";"4.6";"65.9";"23.2";"29.30"
"Mykyta Burda";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RCB";"Central Defender";"96.97";"1995-03-24";"9792.6";"1384.8";"316.5";"76.1";"392.6";"28.8";"3.7";"32.5";"78.9";"9.3";"70.5";"7.4";"27.50"
"Oleksandr Demchenko";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RM";"Midfield";"96.97";"1996-02-13";"11776.9";"1695.7";"530.0";"91.0";"620.9";"29.7";"5.6";"35.3";"80.7";"3.7";"80.7";"12.1";"27.00"
"Valeriy Luchkevych";"FC Kolos Kovalivka";"Polissya Zhytomyr v FC Kolos Kovalivka";"UKR - Premier League";"RWB";"Full Back";"96.97";"1996-01-11";"10564.8";"1587.1";"741.6";"190.3";"931.8";"59.4";"11.1";"70.5";"85.4";"11.1";"74.2";"17.6";"27.50"
"Ilya  Putrya";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RB";"Full Back";"90.92";"1998-05-15";"10296.7";"1465.0";"562.3";"187.1";"749.3";"35.6";"10.9";"46.5";"79.2";"6.9";"78.2";"11.9";"30.70"
"Vitaliy Ermakov";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LB";"Full Back";"93.27";"1992-06-07";"11083.3";"1650.0";"729.5";"258.6";"988.1";"44.4";"8.7";"53.1";"86.8";"9.6";"85.9";"18.3";"29.90"
"Denys Antyukh";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LW";"Wide Attacker";"87.33";"1997-07-30";"10516.0";"1409.8";"668.8";"337.0";"1005.8";"48.4";"14.4";"62.9";"83.5";"9.3";"83.5";"16.5";"31.40"
"Andriy  Shtogrin";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LW";"Wide Attacker";"93.27";"1998-12-14";"10314.2";"1331.6";"646.5";"171.8";"818.3";"55.0";"12.5";"67.5";"72.4";"8.7";"64.7";"20.3";"28.00"
"Oleksandr Vasylyev";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"DM";"Midfield";"93.27";"1994-04-27";"10582.5";"1192.7";"401.4";"172.7";"574.1";"27.0";"8.7";"35.7";"74.3";"1.9";"69.5";"10.6";"28.70"
"Roman Vantukh";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LB";"Full Back";"93.27";"1998-07-04";"10350.0";"1374.1";"486.3";"169.8";"656.2";"41.5";"9.6";"51.1";"78.2";"8.7";"67.5";"20.3";"28.60"
"Oleksandr Yatsyk";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RM";"Midfield";"87.33";"2003-01-03";"11428.0";"1499.5";"653.4";"204.1";"857.4";"44.3";"13.4";"57.7";"77.3";"8.2";"83.5";"15.5";"29.60"
"Fabricio Oscar Alvarenga";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RM";"Midfield";"93.27";"1996-02-17";"11522.4";"1904.8";"474.8";"102.3";"577.0";"42.5";"8.7";"51.1";"79.1";"5.8";"79.1";"15.4";"26.30"
"Orest Kuzyk";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"CF";"Center Forward";"79.47";"1995-05-17";"10934.3";"1637.6";"425.8";"106.5";"532.3";"41.9";"6.8";"48.7";"75.9";"5.7";"83.8";"13.6";"27.60"
"Ziguy Badibanga";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RW";"Wide Attacker";"93.27";"1991-11-26";"9711.2";"1460.0";"508.5";"116.8";"625.3";"48.2";"13.5";"61.8";"89.7";"12.5";"69.5";"23.2";"27.30"
"Igor Gorbach";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"CF";"Center Forward";"72.97";"2004-05-27";"9643.8";"1216.1";"469.9";"128.3";"598.2";"44.4";"7.4";"51.8";"80.2";"13.6";"82.6";"23.4";"27.70"
"Vyacheslav Churko";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LM";"Midfield";"81.03";"1993-05-10";"11872.3";"1766.0";"676.4";"188.8";"865.2";"50.0";"12.2";"62.2";"86.6";"2.2";"87.7";"18.9";"28.10"
"Luka Guček";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LCB";"Central Defender";"93.27";"1999-01-29";"10407.8";"1368.3";"302.0";"20.3";"322.3";"23.2";"2.9";"26.1";"64.7";"4.8";"63.7";"7.7";"24.40"
"Artur Avagimyan";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LM";"Midfield";"79.47";"1997-01-16";"11182.3";"1463.2";"612.7";"147.2";"759.9";"43.0";"5.7";"48.7";"82.7";"10.2";"78.1";"18.1";"27.00"
"Anderson Jordan da Silva Cordeiro";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RCB";"Central Defender";"93.27";"1999-04-22";"9492.1";"956.3";"283.7";"56.0";"339.7";"20.3";"3.9";"24.1";"68.5";"4.8";"57.9";"9.6";"27.40"
"Arseniy Batagov";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"LCB";"Central Defender";"93.27";"2002-03-05";"10056.6";"1145.4";"305.9";"48.2";"354.1";"21.2";"1.9";"23.2";"66.6";"4.8";"61.8";"9.6";"29.20"
"Igor Kyryukhantsev";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RW";"Wide Attacker";"72.97";"1996-01-29";"11518.6";"1951.2";"592.0";"157.9";"749.9";"54.3";"8.6";"62.9";"76.5";"7.4";"75.2";"17.3";"29.10"
"Bogdan Butko";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RB";"Full Back";"93.27";"1991-01-13";"10513.0";"1413.6";"510.5";"247.0";"757.5";"44.4";"11.6";"56.0";"73.3";"7.7";"73.3";"20.3";"29.50"
"Volodymyr Salyuk";"FC Chernomorets Odessa";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"RCB";"Central Defender";"93.27";"2002-06-25";"9602.1";"1231.3";"365.7";"108.1";"473.8";"33.8";"5.8";"39.6";"65.6";"5.8";"58.9";"13.5";"29.40"
"Jakov Bašić";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Chernomorets Odessa";"UKR - Premier League";"DM";"Midfield";"93.27";"1996-11-25";"11256.0";"1647.2";"450.6";"101.3";"551.9";"33.8";"5.8";"39.6";"72.4";"4.8";"69.5";"12.5";"27.40"
"Yevgeniy Pasich";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RB";"Full Back";"75.18";"1993-07-13";"10539.5";"1567.0";"654.8";"148.4";"803.3";"50.3";"6.0";"56.3";"112.5";"6.0";"92.2";"20.4";"28.70"
"Dmytro Yusov";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RW";"Wide Attacker";"95.26";"1993-05-11";"10593.8";"1544.7";"658.5";"193.7";"852.2";"57.6";"13.2";"70.9";"115.3";"6.6";"117.2";"20.8";"29.10"
"Oleg Ocheretko";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RM";"Midfield";"81.65";"2003-05-25";"11229.9";"1837.5";"558.8";"104.7";"663.6";"47.4";"6.6";"54.0";"132.3";"5.5";"98.1";"17.6";"27.00"
"Eduard Sarapiy";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LCB";"Central Defender";"95.26";"1999-05-12";"9378.9";"1072.3";"339.2";"69.0";"408.1";"28.3";"4.7";"33.1";"90.7";"1.9";"73.7";"15.1";"28.90"
"Valentin Rubchynskyi";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LM";"Midfield";"95.26";"2002-02-15";"10828.2";"1598.6";"483.7";"161.6";"645.3";"35.0";"10.4";"45.3";"123.8";"4.7";"92.6";"9.4";"28.00"
"Maksym Imerekov";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RCB";"Central Defender";"95.26";"1991-01-23";"9240.9";"1095.9";"344.8";"49.1";"394.0";"26.5";"2.8";"29.3";"101.1";"2.8";"87.9";"14.2";"25.90"
"Ruslan Babenko";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"DM";"Midfield";"95.26";"1992-07-08";"11353.5";"2091.7";"496.0";"23.6";"519.6";"42.5";"0.9";"43.5";"143.6";"3.8";"109.6";"18.9";"23.80"
"Vladlen Yurchenko";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LM";"Midfield";"95.26";"1994-01-22";"10570.2";"1489.9";"297.6";"20.8";"318.4";"24.6";"1.9";"26.5";"121.9";"3.8";"105.8";"10.4";"24.80"
"Oleksandr Svatok";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RCB";"Central Defender";"95.26";"1994-09-27";"9151.2";"1191.4";"348.6";"69.0";"417.6";"34.0";"2.8";"36.8";"94.5";"8.5";"89.8";"18.0";"26.50"
"Bogdan Lednev";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LW";"Wide Attacker";"95.26";"1998-04-07";"11009.6";"1861.2";"558.4";"115.3";"673.6";"44.4";"5.7";"50.1";"105.8";"3.8";"94.5";"17.0";"27.10"
"Oleksiy Gutsulyak";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"CF";"Center Forward";"95.26";"1997-12-25";"9711.4";"1222.5";"485.6";"100.1";"585.8";"40.6";"5.7";"46.3";"99.2";"23.6";"82.2";"19.8";"27.10"
"Denys Miroshnichenko";"Sportyvny Klub Dnipro-1";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LB";"Full Back";"95.26";"1994-10-11";"10577.8";"1385.1";"715.2";"172.9";"888.1";"53.9";"12.3";"66.1";"104.9";"6.6";"87.9";"15.1";"27.20"
"Andriy Boryachuk";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"CF";"Center Forward";"73.33";"1996-04-23";"10480.2";"1458.1";"371.9";"49.1";"421.0";"41.7";"3.7";"45.4";"127.6";"8.6";"108.0";"18.4";"26.40"
"Oleksiy Sydorov";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"CF";"Center Forward";"95.26";"2001-06-07";"10103.5";"1193.3";"688.7";"308.0";"996.7";"56.7";"18.9";"75.6";"107.7";"6.6";"87.9";"23.6";"30.20"
"Dmytro Kapinus";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LB";"Full Back";"95.26";"2003-04-28";"9867.3";"1528.7";"449.7";"100.1";"549.9";"37.8";"8.5";"46.3";"114.3";"6.6";"96.4";"23.6";"27.30"
"Maryan Faryna";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"LCB";"Central Defender";"95.26";"2003-08-28";"10084.6";"1355.8";"433.7";"146.4";"580.1";"37.8";"14.2";"52.0";"94.5";"5.7";"84.1";"9.4";"28.90"
"Artem Gabelok";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RM";"Midfield";"95.26";"1995-01-02";"11328.9";"1849.9";"486.6";"31.2";"517.7";"34.0";"3.8";"37.8";"122.8";"3.8";"118.1";"9.4";"25.00"
"Maksym Zhychykov";"FC Metalist 1925 Kharkiv";"FC Metalist 1925 Kharkiv v Sportyvny Klub Dnipro-1";"UKR - Premier League";"RB";"Full Back";"95.26";"1992-11-07";"9917.4";"1339.7";"535.7";"95.4";"631.1";"50.1";"9.4";"59.5";"109.6";"7.6";"94.5";"19.8";"26.60"
"Iago Siqueira Augusto";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LM";"Midfield";"98.72";"2000-03-14";"10091.3";"1435.0";"560.7";"196.9";"757.6";"43.8";"7.3";"51.1";"63.8";"6.4";"67.5";"10.9";"30.10"
"Hennadii Pasich";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LW";"Wide Attacker";"98.72";"1993-07-13";"10152.4";"1516.1";"695.6";"335.5";"1031.1";"52.9";"12.8";"65.6";"72.0";"8.2";"61.1";"16.4";"30.40"
"Yevgeniy Shevchenko";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LB";"Full Back";"84.30";"1995-12-02";"10465.8";"1575.8";"635.2";"316.0";"951.2";"47.0";"16.0";"63.0";"76.9";"4.3";"71.5";"14.9";"29.90"
"Nazariy Muravskyi";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RCB";"Central Defender";"98.72";"2000-02-03";"9303.6";"1055.7";"367.4";"134.9";"502.3";"26.4";"7.3";"33.7";"69.3";"2.7";"64.7";"14.6";"31.00"
"Muharrem Jashari";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RDM";"Midfield";"98.72";"1998-02-21";"11209.0";"1940.9";"623.6";"218.8";"842.4";"39.2";"12.8";"52.0";"72.0";"4.6";"71.1";"13.7";"28.30"
"Petro Stasyuk";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RB";"Full Back";"98.72";"1995-02-24";"10065.7";"1465.1";"499.6";"114.0";"613.6";"47.4";"7.3";"54.7";"80.2";"3.6";"71.1";"16.4";"26.50"
"Yevgeniy Morozko";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RW";"Wide Attacker";"67.52";"1993-02-15";"10548.9";"1582.2";"654.5";"238.6";"893.1";"57.3";"14.7";"72.0";"82.6";"6.7";"69.3";"16.0";"27.90"
"Denys Norenkov";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LB";"Full Back";"98.72";"1996-07-25";"10173.3";"1469.6";"597.1";"311.8";"908.9";"48.3";"11.9";"60.2";"72.9";"5.5";"61.1";"16.4";"31.00"
"Andriy Kukharuk";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RM";"Midfield";"74.64";"1995-12-13";"10446.9";"1521.7";"566.7";"143.5";"710.2";"41.0";"8.4";"49.4";"80.8";"2.4";"72.3";"15.7";"28.90"
"Olivier Thill";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"AM";"Midfield";"72.47";"1996-12-17";"11046.6";"2103.8";"719.1";"165.2";"884.2";"57.1";"6.2";"63.3";"73.3";"2.5";"84.4";"13.7";"27.10"
"Vladyslav Naumets";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RW";"Wide Attacker";"64.65";"1999-03-07";"10715.1";"1671.9";"847.8";"306.3";"1154.1";"61.3";"16.7";"78.0";"75.2";"5.6";"73.8";"19.5";"30.40"
"Oleksandr Kucherenko";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RCB";"Central Defender";"98.72";"1991-10-01";"9710.2";"1342.0";"390.2";"133.1";"523.3";"35.6";"6.4";"41.9";"66.6";"3.6";"62.0";"10.0";"27.80"
"Denys Balan";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"RB";"Full Back";"98.72";"1993-08-18";"10519.8";"1581.7";"603.5";"299.9";"903.5";"44.7";"9.1";"53.8";"71.1";"8.2";"73.8";"12.8";"28.10"
"Oleksiy Khoblenko";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"CF";"Center Forward";"88.02";"1994-04-04";"10149.3";"1356.9";"761.8";"253.6";"1015.3";"57.3";"14.3";"71.6";"68.5";"2.0";"64.4";"20.4";"29.30"
"Hajdin Salihu";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LCB";"Central Defender";"98.72";"2002-01-18";"9525.1";"1145.1";"339.1";"92.1";"431.2";"26.4";"4.6";"31.0";"62.9";"4.6";"57.4";"9.1";"29.80"
"Dmytro Shastal";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LW";"Wide Attacker";"74.64";"1995-12-30";"10063.5";"1433.7";"540.2";"219.5";"759.6";"56.7";"7.2";"63.9";"85.6";"8.4";"71.1";"10.9";"30.80"
"Semen Vovchenko";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LCB";"Central Defender";"98.72";"1999-06-13";"9812.3";"1343.8";"414.8";"178.7";"593.5";"34.6";"8.2";"42.8";"68.4";"1.8";"58.3";"13.7";"29.30"
"Vasyl Kurko";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"DM";"Midfield";"98.72";"1995-04-25";"10756.8";"1591.8";"557.9";"151.3";"709.3";"40.1";"7.3";"47.4";"68.4";"4.6";"76.6";"9.1";"27.50"
"Arad Bar";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"LDM";"Midfield";"88.02";"2000-01-29";"10713.7";"1724.9";"403.9";"83.8";"487.7";"35.8";"5.1";"40.9";"77.7";"4.1";"76.7";"8.2";"26.80"
"Marko Mrvaljević";"Veres Rivne";"LNZ Cherkasy FC v Veres Rivne";"UKR - Premier League";"CF";"Center Forward";"67.52";"2001-06-05";"9215.9";"1049.0";"469.2";"57.3";"526.5";"38.7";"6.7";"45.3";"81.3";"4.0";"66.6";"20.0";"26.20"
"Vladyslav Kalitvintsev";"FC Oleksandriya";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RW";"Wide Attacker";"73.15";"1993-01-04";"10020.0";"1622.8";"796.0";"295.3";"1091.3";"56.6";"14.8";"71.4";"108.3";"12.3";"82.4";"14.8";"28.90"
"Taras Moroz";"FC Obolon'-Brovar Kyiv";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LM";"Midfield";"62.72";"1996-02-21";"10711.9";"2103.6";"839.4";"243.9";"1083.4";"54.5";"7.2";"61.7";"109.1";"5.7";"90.4";"17.2";"28.10"
"Ruslan Chernenko";"FC Obolon'-Brovar Kyiv";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RM";"Midfield";"100.32";"1992-09-29";"9384.0";"1550.2";"357.1";"93.3";"450.4";"30.5";"2.7";"33.2";"97.8";"2.7";"85.2";"11.7";"25.00"
"Oleksandr Osman";"FC Obolon'-Brovar Kyiv";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LB";"Full Back";"100.32";"1996-04-18";"9027.8";"1353.8";"454.8";"222.5";"677.3";"42.2";"9.0";"51.1";"96.0";"11.7";"81.6";"16.1";"30.00"
"Mykola Mykhaylenko";"FC Oleksandriya";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LM";"Midfield";"87.37";"2001-05-22";"10627.6";"2046.8";"755.1";"234.9";"989.9";"50.5";"9.3";"59.7";"102.0";"3.1";"83.4";"11.3";"30.00"
"Miguel Ferreira Campos";"FC Oleksandriya";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RCB";"Central Defender";"100.32";"1996-08-19";"9118.4";"1352.0";"351.7";"149.8";"501.5";"26.9";"5.4";"32.3";"87.0";"6.3";"68.2";"4.5";"31.20"
"Rostyslav Taranukha";"FC Obolon'-Brovar Kyiv";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"CF";"Center Forward";"88.67";"1997-01-26";"10030.2";"1627.0";"813.0";"443.6";"1256.6";"65.0";"20.3";"85.3";"104.5";"10.1";"82.2";"16.2";"31.10"
"Yuriy Kopyna";"FC Oleksandriya";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RB";"Full Back";"87.37";"1996-07-04";"9762.3";"1541.0";"608.8";"271.9";"880.7";"44.3";"12.4";"56.7";"108.2";"8.2";"81.4";"16.5";"30.40"
"Oleksandr  Martynyuk";"FC Oleksandriya";"FC Oleksandriya v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LB";"Full Back";"100.32";"2001-11-25";"9352.6";"1444.4";"551.7";"348.1";"899.8";"39.5";"13.5";"52.9";"96.9";"10.8";"74.5";"13.5";"32.40"
